city,durchschnittspreis
Mainleus,1.5454102564102565
FELLBACH,1.623920634920635
Belgern,1.6346410256410258
Geeste,1.6011739130434781
Mücheln (Geiseltal),1.6235555555555556
Nortrup,1.5669999999999997
Büchenbach,1.6395128205128202
Eutingen im Gäu,1.593
Burghaun-Steinbach,1.5594999999999997
Schmelz,1.585078431372549
Senheim,1.55775
Rühten,1.5847142857142857
Eslarn,1.6132105263157894
Fredenbeck,1.5732028985507247
Mülheim,1.6211362229102169
Buehl,1.6222727272727275
Quakenbrück,1.5959090909090907
Überherrn,1.606142857142857
Minden,1.5896735751295334
Swisttal,1.6017586206896552
Grimmen,1.6147142857142858
Lohmar,1.5891324503311257
Erbach,1.5788437499999999
Kemberg,1.6647142857142858
NITTENDORF,1.6220434782608697
REINHEIM,1.564070422535211
GREVEN,1.6380000000000001
Strücklingen,1.518090909090909
VIERSEN,1.579
Zimmern,1.5553636363636358
Weidenberg,1.579
Hohenschaeftlarn,1.6245555555555558
Neckargemuend,1.605271186440678
Trochtelfingen,1.571
Kinsau,1.5984736842105267
Pfungstadt,1.5975567010309275
Munster,1.5926363636363638
KARLSRUHE,1.5670624999999998
Ehra-Lessien,1.6119032258064516
Mühlengeez,1.6158749999999997
Vogelsdorf,1.6371818181818183
Adelsdorf,1.6513076923076921
LUEBECK,1.6853541666666667
Roßleben,1.5951818181818183
Hasselfelde,1.629
Frielendorf,1.6071578947368421
Anzing,1.5814324324324325
DUISBURG,1.6036739130434778
DRANSFELD,1.610086956521739
BRAMSCHE,1.5971818181818183
HEILBRONN,1.5749482758620688
Häusern,1.613102564102564
Wiehe,1.6036428571428571
Witzwort,1.5800714285714286
Meßkirch-Rohrdorf,1.5365
JENA,1.6104814814814814
Neßmersiel,1.5678235294117646
Ingersheim,1.625875
Adenau,1.604769230769231
Ense,1.5736268656716417
STARNBERG,1.6368260869565217
Eisenhuettenstadt,1.6038
Friesack,1.5846521739130432
Lichtenau-Henglarn,1.568393939393939
Neusäß,1.5698510638297873
Speyer,1.6053661971830988
Sonthofen,1.612846153846154
Lage,1.596244541484716
Pegnitz,1.6250714285714285
Hürth,1.6215510204081633
Haslach Im Kinzigtal,1.5905789473684209
Stade-Bützfleth,1.5480625
LIMESHAIN,1.6121818181818184
LIMBACH-OBERFROHNA,1.6504606741573034
UMKIRCH,1.5953157894736842
Möser,1.6363972602739727
Unterwössen,1.6524999999999999
Bad Schönborn,1.5731935483870967
Moeckern,1.6168787878787878
Elkenroth,1.5543333333333333
Brüggen,1.6306666666666667
Ellhofen,1.6072142857142855
Willebadessen,1.572783783783784
Weitefeld,1.5147142857142857
Klostermansfeld,1.5759230769230768
Augustdorf,1.6250526315789475
Niederstriegis,1.5949999999999998
Lengefeld,1.5810833333333332
Upahl,1.6260588235294116
Lehre,1.6640561797752813
Leinefelde-Worbis,1.6207241379310346
Alsdorf,1.5873823529411764
Reutlingen,1.5618248587570625
Cuxhaven,1.5844676258992807
Lauffen,1.6090000000000002
Goldbach,1.6071818181818183
Mauer,1.584952380952381
Garching b. München,1.6109642857142856
CHEMNITZ,1.6294945054945058
Lutherstadt Eisleben,1.5734444444444446
Bleckede,1.6378333333333335
Rötz,1.591222222222222
AITERHOFEN,1.581941176470588
UHLDINGEN-MUEHLHOFEN,1.6056666666666666
SCHLESWIG,1.5798450704225349
BERGHEIM,1.6127999999999998
Meitingen,1.6055454545454548
Hilders,1.57775
MUTTERSTADT,1.5607391304347829
BIELEFELD,1.5566126126126125
Leezen,1.6448333333333334
Fraureuth,1.6555517241379312
VILSBIBURG,1.558032258064516
Wolfen,1.6720769230769235
Möckmühl-Züttlingen,1.5962
Hirschberg-Leutershausen,1.5754
Rehau,1.6051333333333333
Bad Klosterlausnitz,1.6412222222222221
Kronau,1.5866923076923076
Nordheim,1.5995714285714284
Bovenden,1.609508474576271
HEROLDSBERG,1.6460370370370372
Uttenreuth-Weiher,1.624
Madertal,1.539
Waischenfeld,1.609
Tönisvorst,1.5624722222222218
Fuerstenwalde,1.6564285714285716
Olzheim,1.5695882352941177
Bestwig-Ramsbeck,1.5881176470588234
Carolinensiel,1.5849999999999997
Ulm,1.6227917485265226
Hattingen,1.566222222222222
Wiesmoor,1.5562043010752689
Ronneburg,1.6308125000000002
Datteln,1.6000833333333337
Dorndorf,1.6189999999999998
Stendal,1.646272727272727
Wilnsdorf,1.5832424242424241
Clausthal,1.5978
Kirchdorf,1.5591960784313728
Veitsbronn,1.6228297872340425
BAD MERGENTHEIM,1.5834827586206897
SCHWANDORF,1.572125
Philippstal,1.6035
St. Goarshausen,1.559833333333333
WERDAU OT STEINPLEIS,1.6513999999999998
PFULLINGEN,1.5438571428571426
Zehdenick,1.641549019607843
Weitnau/Hofen,1.5999999999999999
Kaifenheim,1.5547142857142855
Bad Bentheim,1.5971176470588235
Brackenheim,1.6016373626373626
Apenburg-Winterfeld,1.6189999999999998
Eschenbach i.d. OPf.,1.6440000000000001
Werben,1.641142857142857
Lohne,1.5977704918032787
Bokholt-Hanredder,1.6122
Überlingen,1.6297526881720428
Verden,1.5868846153846157
Brohl-Lützing,1.6074374999999999
Königslutter,1.6899375
Schwaig,1.641727272727273
Börnsen,1.618722222222222
Neuhaus am Rennweg,1.6337058823529411
Schoenebeck,1.6379583333333334
Landsberg/Lech,2.114
DONAUESCHINGEN,1.5920434782608694
DORMAGEN,1.5968504672897197
OBERAULA,1.6256666666666668
Todenbüttel,1.5783939393939395
Gronau/Leine,1.5836153846153846
Malchow,1.671150537634409
Neustadt Sachsen,1.5918571428571426
Ahrensbök,1.664531914893617
Cloppenburg,1.5730782122905025
Erdhausen/Gladenbach,1.5690000000000002
Wasbek,1.5867272727272728
Oberhaching,1.6031666666666666
Dörentrup / OT Humfeld,1.5943488372093024
Engelskirchen,1.5663076923076926
Weitramsdorf,1.6050714285714283
Reutlingen-Ohmenhausen,1.5409444444444444
Dingelstädt,1.6206129032258065
Aurachtal,1.6408421052631579
Merzen,1.558375
Illingen,1.5829019607843142
Beckum,1.569782608695652
Potsdam,1.661195540308748
Plauen,1.6347142857142853
Elmshorn,1.6300344827586206
Alt Duvenstedt,2.127181818181818
Willich,1.6495862068965514
Alsdorf Höngen,1.614806451612903
Stolberg,1.5712166246851387
Rosdorf,1.6973870967741933
Aldingen,1.5968787878787878
Kempten,1.6041236749116607
Herbrechtingen,1.6232
Bad Salzdetfurth,1.5966229508196714
Edenkoben,1.5472456140350876
Legden,1.659540540540541
Kyritz,1.5596451612903224
Wentorf bei Hamburg,1.5977096774193547
HOLZWICKEDE,1.6072000000000002
KOENGEN,1.630034482758621
Böklund,1.5692564102564102
GUMMERSBACH,1.5668846153846152
LOEHNE,1.5611052631578946
Metelen,1.592953488372093
Waldachtal-Salzstetten,1.5689999999999997
Schesslitz,1.6494000000000002
Gschwend,1.6144545454545456
Obernkirchen,1.6145172413793103
Marktoberdorf-Thalho,1.6459999999999997
Kranenburg,1.6206279069767442
Gnarrenburg,1.6021481481481479
Kusel,1.590612903225806
Weissach,1.6621999999999997
DIETZENBACH,1.6044166666666666
Petershagen,1.564150214592275
Kierspe,1.5833548387096774
Schwentinental,1.593155844155844
Bad Kreuznach,1.6037325102880657
Laatzen / Gleidingen,1.6127777777777774
Haltern am See,1.607655913978495
Großbeeren,1.6738387096774192
Perleberg,1.5498974358974358
Kummerfeld,1.630590909090909
Herleshausen,1.632658536585366
Massenbachhausen,1.5378461538461536
ALTSHAUSEN,1.587888888888889
RODENBERG,1.6004285714285715
USEDOM,1.649
FILDERSTADT,1.6136153846153847
Markt Schwaben,1.57853488372093
Meckenbeuren,1.6215000000000002
Waldkappel,1.6472758620689656
NEUHARDENBERG,1.6378
Niederkirchen,1.559
Weyhe,1.5642112676056334
Glottertal,1.6142941176470589
Laichingen,1.6080000000000003
Wirdum,1.6033125
Rickertsreute,1.569
Sonnenbühl-Genkingen,1.5342068965517242
Mannheim-Vogelstang,1.5266000000000002
Werneck,1.5988425196850393
Bernau,1.6214742268041236
Appen,1.6115
Südermarsch,1.6036774193548387
Holzkirchen,1.6578349514563104
Willingen,1.5804814814814816
Rheinfelden,1.6445555555555558
Dieburg,1.5523333333333333
Obertrebra,1.5919268292682929
Alpirsbach,1.5692941176470587
Eltmann,1.6513999999999998
Helmbrechts,1.6245555555555555
EISENHUETTENSTADT,1.5922142857142856
GOETTINGEN,1.592142857142857
HERRIEDEN,1.6211739130434786
BECKUM,1.568684210526316
KUERTEN,1.5529285714285714
Rotenburg an der Fulda,1.6179655172413794
Schielo,1.6056666666666668
RIEDSTADT,1.563516129032258
Jessen (Elster),1.6664999999999999
Mietingen,1.6061428571428569
Isenbüttel,1.647125
Gersheim,1.6281428571428573
Rosche,1.605153846153846
Rethem,1.6139999999999999
Hohenwart,1.519
Burg (Spreewald),1.6676046511627909
München-Flughafen,1.676
Großkorbetha,1.6201538461538463
Wörrstadt,1.5678833333333333
Hersbruck,1.6174905660377357
Niendorf,1.7732857142857144
Reinsfeld,2.142333333333333
Neu-Ulm,1.593174358974359
Groß-Gerau,1.5919824561403508
Vechta,1.6310512820512821
Dinslaken,1.6189713467048705
Meyenburg,1.6372352941176471
Pönitz,1.6913636363636362
Ammerbuch-Altingen,1.629
NEUNKIRCHEN,1.595412213740458
LAUTERBACH,1.5919268292682924
Heringen,1.6085
Kutenhausen,1.573736842105263
Pampow,1.6605789473684212
Brome,1.6543333333333334
LANGENFELD,1.5698695652173913
ECHING,1.5860370370370367
Remagen,1.5570487804878046
Freigericht,1.593102564102564
Gottmadingen-Bietingen,1.590818181818182
Mössingen-Talheim,1.5895555555555556
Nistertal,1.5297142857142858
Börger,1.5518571428571428
Stadtsteinach,1.5520188679245284
Luedinghausen,1.5990000000000002
Mömbris,1.6106666666666665
Hoym,1.6267272727272728
Buxheim,1.5432857142857144
Barby,1.6176666666666668
Wolpertshausen,1.6176363636363638
Wacken,1.5679999999999998
Grabow,1.6847236842105262
Appenweier,1.703137931034483
Weinheim,1.5833298969072165
Schwetzingen,1.572153846153846
Bleicherode,1.595179487179487
Walkenried,1.595
Büdingen,1.5920555555555553
Sankt Ingbert,1.5528888888888888
Lauenförde,1.5970769230769228
Bad Schwartau,1.6711551724137932
Homberg/Ohm,1.584833333333333
Gemünden,1.5961428571428569
Gaimersheim,1.5549649122807014
MARBURG,1.6021724137931035
WALDKIRCH,1.601926829268293
NUERTINGEN,1.5903846153846155
Tangerhütte,1.6254000000000002
Holzwickede,1.595
Roßtal,1.6153888888888888
FREUDENSTADT,1.5772608695652175
Zierenberg,1.5983548387096773
Gröditz,1.6110000000000002
Lichtenow,1.6293846153846157
Hüttenberg,1.5625714285714283
Rittmarshausen,1.589
Hillesheim,1.554625
Steinen Hoellstein,1.5997142857142859
Schoenaich,1.6401111111111115
Swisttal-Odendorf,1.5531666666666666
Visselhövede,1.5965
Neuenbrook,1.5752499999999998
Glanbrücken,1.559
Warin,1.6315
Warburg-Rimbeck,1.519
Sülzetal,1.6023333333333332
Münchenbernsdorf,1.6090000000000002
Calden,1.6262093023255813
Burgthann,1.6013076923076923
Schalkau,1.5858571428571426
Gevelsberg,1.585090909090909
Gersthofen,1.61025
Olbernhau,1.6249259259259259
Eisenach,1.6617688172043008
Schweinfurt,1.5954389233954451
Kelheim,1.5265
Jameln,1.6197142857142859
Hünfeld,1.5891052631578948
Greding,1.6935794392523367
Bad Rothenfelde,1.5957741935483871
Wöllstein,1.6189999999999998
Molfsee,1.6155625
Furth,1.6024146341463417
Gudendorf,1.5529393939393936
Zeitlarn,1.6326363636363637
HAAG IN OBERBAYERN,1.5818571428571429
HEINSBERG,1.5886923076923078
FINSING,1.581
FISCHACH,1.5817777777777777
Schmallenberg,1.6583333333333337
Bad Lausick,1.5950869565217387
St.Wolfgang,1.591142857142857
Nideggen-Schmidt,1.593150943396226
LANDSHUT,1.5636153846153844
Markt Indersdorf,1.6028461538461538
Naunhof,1.5880909090909092
DINSLAKEN,1.6056666666666666
GOEPPINGEN,1.5960588235294118
Schwepnitz,1.6225714285714286
Riedstadt-Goddelau,1.5690000000000002
Eppelheim,1.5868260869565218
Rottach-Egern,1.6052499999999998
Debstedt-Geestland,1.5767777777777776
Beelen,1.57204
Frankfurt,1.6234836956521743
Neufahrn,1.6055
Horsten,1.5875294117647059
Thale,1.5958409090909091
Nellingen,2.145
Luebeck,1.6824701492537317
Karlstadt,1.6169746835443037
Pfaffenhofen,1.5988058252427184
Übach-Palenberg,1.6246097560975612
Geschendorf,1.689169491525424
Neufahrn B.Freising,2.007888888888889
Kall,1.5889999999999997
Griesheim,1.5713931623931625
St. Leon-Rot,1.5304814814814816
Haselünne,1.564762711864407
Annaberg,1.6196451612903224
Wiesentheid-Reupelsdorf,1.5779473684210523
Neuenstadt am Kocher,1.5846521739130437
KOENIGS WUSTERHAUSEN,1.6407948717948717
GEVELSBERG,1.5764999999999998
Falkensee,1.6383939393939395
Kehl,1.595890756302521
Bedburg Hau,1.5912727272727274
Kirchhellen,1.6038780487804878
Gedern,1.5882156862745098
Gräfelfing,1.6092142857142857
Oer-Erkenschwick,1.6207857142857145
V.S.-Villingen,1.5985833333333332
Asbach,1.516857142857143
Murg,1.6572926829268293
LIMBURG,1.570875
Rimsting,1.6425
Leingarten,1.5723999999999998
Schloß Holte-Stukenbrock,1.604149253731343
Grevesmuehlen,1.6440561797752806
Riesa,1.60775
Trebbin,1.6469411764705881
Auetal,1.6135175438596492
Möttingen,1.5944166666666666
RUDOLSTADT,1.6672142857142858
HANAU,1.59175
NEUENSTEIN,2.1406666666666663
Taunusstein,1.6178397790055246
Dornstetten -Aach,1.577333333333333
Niederkassel,1.5936666666666668
Sörup,1.602859649122807
Kleinwallstadt,1.5837999999999999
Heringsdorf,1.5872142857142857
Tolk,1.5687560975609758
Lampertheim-Hüttenfeld,1.531962962962963
Bürstadt,1.5507307692307692
Bad Neustadt,1.6733478260869565
KARLSDORF-NEUTHARD,1.5992380952380953
Buedingen,1.6032028985507245
Lichtenstein,1.6656666666666666
Bengel,1.5573333333333332
Petersberg-Böckels,1.5539999999999998
Bockhorn,1.586
Coswig,1.659134259259259
Alsbach,1.582125
Nortorf,1.5757567567567567
Uebach-Palenberg,1.606926829268293
Kalbach,1.8815000000000002
Lüneburg,1.6188498498498498
Laatzen,1.566923322683706
Xanten,1.6011333333333333
Spraitbach,1.6009354838709677
OEPFINGEN,1.583705882352941
Bischofsmais,1.6168947368421052
Eckartsberga,1.5958750000000002
BAD SOODEN-ALLENDORF,1.6442631578947366
SAARWELLINGEN,1.5638648648648648
Görwihl,1.62275
Zusmarshausen,1.5810689655172414
LUDWIGSHAFEN OGGERSHEIM,1.5374615384615384
OPPENWEILER,1.6100526315789474
Eggenstein,1.558375
Niedereisenhausen,1.574
Ehrenkirchen,1.5620555555555553
Itzehoe,1.6159607843137251
Düren,1.5598659217877093
Donaueschingen,1.5796153846153846
Nattheim,1.6147500000000001
Schöffengrund-Schwalbach,1.5607391304347829
Heilbronn,1.5745749999999998
Lauterhofen,1.615742424242424
Bad Grönenbach,1.6548620689655171
Büttelborn,1.6224375
Niedernberg,1.5941162790697674
Wildeshausen,1.5761513353115724
Laage,1.6227735849056601
Lychen,1.642939393939394
Scharnebeck,1.6190000000000002
DESSAU,1.6501042944785276
NESSE-APFELSTAEDT,1.6184999999999998
Deilingen,1.5756666666666668
Germaringen,1.5918124999999999
Ergolding,1.5680322580645158
Bad Bibra,1.6556666666666666
KORNTAL-MUENCHINGEN,1.6159565217391307
Glindow,1.6513913043478263
ALPEN,1.5830740740740739
BAD SALZUNGEN,1.6051290322580645
BAD KISSINGEN,1.6142941176470587
Gehrden,1.5679772727272727
Mömbris-Gunzenbach,1.5923333333333332
Hüfingen,1.5699090909090911
Schwaigern,1.5633333333333332
Inning,1.6460000000000001
ZUZENHAUSEN,1.6143658536585364
Fuchstal-Leeder,1.559
Hartheim am Rhein,1.5739999999999998
Varel,1.588076923076923
Neubrandenburg,1.676242990654206
Bietigheim,1.589650406504065
Brühl,1.602963963963964
Parchim,1.6942032520325203
Lübeck,1.6702331838565019
Peheim,1.549
Sendenhorst-Albersloh,1.5682105263157895
Lauenbrück,1.593878048780488
Wachenroth,1.9975714285714283
Groemitz,1.7111875000000003
Buseck,1.618285714285714
Ueckermünde,1.635415094339623
Bad Orb,1.6124210526315788
Krauchenwies,1.5584736842105262
Pegnitz-Trockau,1.5764074074074075
VALLENDAR,1.5919166666666664
GOCH,1.6494166666666665
WEISSWASSER,1.6512727272727274
Frammersbach,1.5918571428571429
Dardesheim,1.622142857142857
Koeln Rondorf,1.5949459459459459
Oberpleichfeld,1.5577500000000002
Mindelheim,1.6006417910447763
Meisenheim,1.5490000000000002
Hemer,1.6025757575757573
Hoehr-Grenzhausen,1.5959117647058825
Siegen,1.581830957230142
Schallstadt,2.147
Mendig,1.5851290322580645
Hohenlockstedt,1.6075135135135135
Stuttgart-Möhringen,1.6127349397590365
Kreuztal - Ferndorf,1.5208000000000002
HARBURG,1.6154705882352942
Bretten-Gölshausen,1.4989999999999999
Wissen,1.5594255319148937
HOLZGERLINGEN,1.6247692307692307
KOETHEN,1.6594444444444443
Binzen,1.5726363636363636
Schwegenheim,1.6088701298701298
Roethenbach A.D.Pegnitz,1.6405625
Moorrege,1.6294651162790703
Nastätten,1.5490000000000002
Glan-Münchweiler,1.5474999999999999
Luth. Wittenberg,1.659
Lechbruck,1.529
Borken,1.5993597122302157
Greetsiel,1.588736842105263
Dorfen,1.5756666666666665
Bad Duerrenberg,1.6304285714285716
Kirchheim / Teck,1.669
Pforzheim,1.6107904761904757
Nittendorf,1.6118124999999996
Drebkau,1.677125
Sanitz,1.6115000000000002
Geyer,1.6109444444444445
Fürstenfeldbrück,1.6125135135135136
Sonsbeck,1.6130677966101696
WULSBUETTEL,1.5586969696969695
Hennef/Sieg,1.5768125
UNTERPLEICHFELD,1.5684871794871795
Remchingen-Wilferdingen,1.5827931034482758
Marklohe,1.5559999999999998
Groebenzell,1.6414193548387097
Oberschleissheim,1.6215
Bitz,1.577888888888889
Niederkassel Luelsdorf,1.6165510204081632
Bad Neuenahr-Ahrweil,1.603857142857143
Wachtberg-Adendorf,1.5786153846153845
Muelheim-Kaerlich,1.623285714285714
Maring-Noviand,1.5530000000000002
Plech,1.6165555555555557
Gützkow,1.6346818181818186
Hagen,1.6015566343042067
Eckental,1.6204925373134327
Augustusburg,1.5993703703703703
Eibelshausen,1.5931860465116277
Greifswald,1.6230620437956202
Mering,1.6075106382978726
Worms,1.590165644171779
Bad Vilbel,1.5917173913043476
Schleiden,1.6161794871794875
Herrsching,1.6504814814814817
ITZEHOE,1.611686567164179
DARMSTADT,1.5611341463414634
BURGWEDEL,1.6261153846153844
FRIEDRICHSHAFEN,1.5818571428571426
PENTLING,1.6175185185185186
Espenau,1.6293846153846157
Auma,1.6176666666666668
Duisburg Hamborn,1.6135000000000002
Golssen,1.6610833333333332
Burkhardtsdorf,1.6024375000000002
Schmitten,1.574
Moerlenbach,1.5565
Rentweinsdorf,1.5993703703703703
Utting am Ammersee,1.649
Dautphetal-Mornshausen,1.5819999999999996
Rengsdorf,1.5523333333333333
Adorf,1.6713529411764707
Waltenhofen,1.5727499999999999
Marktbergel,1.5888305084745762
Malsch,1.5686666666666664
Kleinblittersdorf,1.631794117647059
Odenthal,1.581758620689655
Lüdenscheid,1.5994072398190045
Sangerhausen,1.606777777777778
Baden-Baden,1.6352721893491127
Winsen,1.6214675324675323
Pirmasens,1.5925664335664333
Königsbach-Stein,1.5808965517241378
Lingen,1.5954705882352942
Bischofswiesen - Strub,1.668
Vreden,1.6005841584158418
An der Schmücke,1.6060588235294118
Köckern,1.8225714285714283
Ostrhauderfehn - OT Langholt,1.5225714285714282
Gilserberg,1.581
Geisenhausen,1.6095128205128206
Löwenberger Land,1.6182
Pfeddersheim/Worms,1.5501764705882353
Eppertshausen,1.5787142857142855
Ahlbeck,1.6860000000000004
Stoltebüll,1.6023333333333332
Bad Überkingen-Hausen,1.592157894736842
DORSTEN,1.6369591836734694
Münster-Roxel,1.5498333333333332
Raddestorf,1.5452499999999996
Mallersdorf-Paffenberg,1.5717272727272729
Tettenweis,1.6342380952380953
Mosbach-Neckarelz,1.5759767441860464
Untermünkheim,1.6043333333333332
Triftern,1.629
Brinkum,1.5600638297872342
Taufkirchen,1.5874615384615385
Merzenich,1.566096774193548
Rosswein,1.6060588235294115
Staufenberg,1.6219268292682925
Laaber,1.5781666666666665
Gera,1.6383658008658009
Kelkheim,1.6349722222222223
Kirchheimbolanden,1.589277777777778
Wenden,1.6138571428571429
Dransfeld,1.5953636363636363
EMDEN,1.5919411764705882
PFORZHEIM,1.6125099337748343
Breitengüssbach,1.642913043478261
BAD BOLL,1.6118571428571429
FELSBERG,1.631075471698113
OTTOBRUNN,1.5834827586206897
Hüde,1.534
Zwiesel,1.6400943396226415
Schuettorf,1.5780909090909092
Duingen,1.5771481481481477
OSNABRUECK,1.5769611650485433
NETTETAL,1.5975714285714286
Weilmuenster,1.555842105263158
Petting,1.6466190476190476
Bischofsgrün,1.5910833333333334
