station_uuid,durchschnitt_aenderung,uuid,name,brand,street,house_number,post_code,city,latitude,longitude,first_active,openingtimes_json
c43b532d-a25d-4c82-8d57-a5abe20bbeeb,0.6285714285714286,c43b532d-a25d-4c82-8d57-a5abe20bbeeb,Aral Tankstelle,ARAL,Besanconallee,30,79111,Freiburg,47.99066,7.797461,2014-03-18T16:45:31.000+01:00,{}
7ea27e0c-e703-4f6a-8f49-a11f86043ba8,0.96,7ea27e0c-e703-4f6a-8f49-a11f86043ba8,Aral Tankstelle,ARAL,Harburger Straße,74,29223,Celle,52.63418,10.080998,2014-03-18T16:45:31.000+01:00,{}
73141fb6-8338-438d-ac7e-06f4200f7326,0.7954545454545454,73141fb6-8338-438d-ac7e-06f4200f7326,Weidemann-Tank,Weidemann-Tank,Linden Str.,31,23684,Pönitz,54.0447,10.672,2024-03-22T23:49:36.000+01:00,{}
1b599ba4-a1b5-4689-b98f-24b11b681e55,0.5555555555555556,1b599ba4-a1b5-4689-b98f-24b11b681e55,Union Zapfstelle Berlin,Union Zapfstelle,Michael-Brückner-Str.,26-31,12439,Berlin,52.453798,13.513042,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
c2f4b742-cfb0-4dc9-b3e6-54ef9f5aa1c8,0.6923076923076923,c2f4b742-cfb0-4dc9-b3e6-54ef9f5aa1c8,Tankcenter Pinneberg,Tankcenter,Thesdorfer Str.,194,25421,Pinneberg,53.644607,9.805765,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
dc92d9f0-0fd7-4640-a5e7-1042be447104,0.8823529411764706,dc92d9f0-0fd7-4640-a5e7-1042be447104,"HANAU, BRUCHKÖBELER LANDSTRASSE",AGIP ENI,Bruchkoebeler Landstrasse,53,63452,Hanau,50.1458853,8.9091131,2014-03-20T00:00:01.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
e1a15081-253f-9107-e040-0b0a3dfe563c,0.49122807017543857,e1a15081-253f-9107-e040-0b0a3dfe563c,"Velten, Ahornstr. 1",HEM,Ahornstr.,1,16727,Velten,52.68665,13.193324,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":127"
e7033959-7da5-40c4-9ad3-590460254b80,0.7777777777777778,e7033959-7da5-40c4-9ad3-590460254b80,AVIA Tankstelle,AVIA,Ellwanger Strasse,7,74424,Bühlertann,49.04053,9.912663,2014-03-18T16:45:31.000+01:00,{}
55d81407-6ae3-4fe6-abf0-81ce937f3594,0.9166666666666666,55d81407-6ae3-4fe6-abf0-81ce937f3594,Winkler-St.Ingbert,Winkler 24h,Obere Kaiserstraße,279,66386,Sankt Ingbert,49.278808,7.174321,2019-09-21T02:01:21.000+02:00,{}
533a7953-42ff-06d0-e100-80009459e039,0.7647058823529411,533a7953-42ff-06d0-e100-80009459e039,JET FULDA MABERZELLER STRASSE 121,JET,MABERZELLER STRASSE,121,36041,FULDA,50.56182,9.64435,2014-04-04T00:00:01.000+02:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
005056ba-7cb6-1ed2-bceb-951d6099cd38,0.8484848484848485,005056ba-7cb6-1ed2-bceb-951d6099cd38,star Tankstelle,STAR,Hildesheimer Straße,21,31061,Alfeld,51.990404,9.832149,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 06:00\"\""
00061805-0008-4444-8888-acdc00000008,0.8421052631578947,00061805-0008-4444-8888-acdc00000008,RWG Wesermarsch eG,,Wilhelmshavener Str.,202,26180,Rastede,53.289539337158,8.1647539138794,2017-03-10T00:00:26.000+01:00,{}
00061806-400d-4444-8888-acdc00000009,0.8421052631578947,00061806-400d-4444-8888-acdc00000009,RWG Wesermarsch eG,,Raiffeisenstr.,13,26349,Jade - Jaderberg,53.33854675293,8.1831827163696,2015-07-21T00:00:01.000+02:00,{}
005056a9-4231-1edc-bb91-2847efed0567,0.625,005056a9-4231-1edc-bb91-2847efed0567,ENI,AGIP ENI,Holzkirchen Süd - Schmiedstraße,16,83607,Holzkirchen/Oberbay.,47.907334,11.717317,2023-02-28T18:01:19.000+01:00,{}
6c9d0e18-a79e-4d73-a5f4-4fd542b17923,0.6585365853658537,6c9d0e18-a79e-4d73-a5f4-4fd542b17923,Bft Hamburg Ladenbeker Furtweg 136,bft,Ladenbeker Furtweg,136,21033,Hamburg,53.4973,10.1805,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":192"
8b243590-0c91-45dc-8439-806355c5c3b7,0.9047619047619048,8b243590-0c91-45dc-8439-806355c5c3b7,Esso Station,ESSO,Memminger Str. 60,"",87439,Kempten (Allgäu),47.734508,10.310273,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
37a40b86-8ade-45c5-aae1-4ebbab5188fc,0.8260869565217391,37a40b86-8ade-45c5-aae1-4ebbab5188fc,Esso Tankstelle,ESSO,NEUE MAINZER STR. 131,"",55129,MAINZ,49.971724,8.271596,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
48839aa7-166d-41cd-87cb-4f356625bca8,0.8636363636363636,48839aa7-166d-41cd-87cb-4f356625bca8,Esso Tankstelle,ESSO,BAMBERGSTR. 53,"",59192,BERGKAMEN,51.609136,7.637813,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
681a20d2-d1dc-4ba2-b084-06f43c1daa11,1.0,681a20d2-d1dc-4ba2-b084-06f43c1daa11,Esso Station,ESSO,Richtfeld 1,"",92442,Wackersdorf,49.313543,12.158657,2014-03-18T16:45:31.000+01:00,{}
250e9c5f-82f4-4408-b7b2-fc9d78f78d60,1.0,250e9c5f-82f4-4408-b7b2-fc9d78f78d60,OIL! Tankstelle Saarlouis,OIL!,Schanzenstr. 21,,66740,Saarlouis,49.3248,6.75106,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":192"
cf2beb9e-5c65-432d-b5e3-927c8777ade6,0.8571428571428571,cf2beb9e-5c65-432d-b5e3-927c8777ade6,BAD WILDBAD-CALMBACH - KLEINENZT,AGIP ENI,Kleinenztalstrasse,39,75323,Bad Wildbad-Calmbach,48.771255428841,8.583785176043,2014-03-20T00:00:01.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
3f1057c6-aeb9-44d8-9914-645c8b3b410d,0.8333333333333334,3f1057c6-aeb9-44d8-9914-645c8b3b410d,TotalEnergies Brohltal Ost,TotalEnergies,BAB A61 Brohltal Ost,,56651,Niederzissen Ost,50.439823,7.226107,2014-03-18T16:45:31.000+01:00,{}
51d4b645-a095-1aa0-e100-80009459e03a,0.8181818181818182,51d4b645-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle LANGENFELD RHEINDORFER STR. 48-56,Supermarkt-Tankstelle,RHEINDORFER STR.,48-56,40764,LANGENFELD,51.09528,6.95077,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
dbeac45a-0593-44fd-b59f-c577fe9f8413,0.5714285714285714,dbeac45a-0593-44fd-b59f-c577fe9f8413,HEUSENSTAMM - FRANKFURTER STRASSE 1,AGIP ENI,Frankfurter Strasse,110,63150,Heusenstamm,50.05859,8.79407,2014-03-20T00:00:01.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
fcb602ee-2a10-4874-b2b0-4e29819d14db,0.7727272727272727,fcb602ee-2a10-4874-b2b0-4e29819d14db,ENI,AGIP ENI,Leistenstrasse,2,97204,Hoechberg,49.784656,9.885996,2014-03-20T00:00:01.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
005056ba-7cb6-1ed2-bceb-abda1688cd43,0.85,005056ba-7cb6-1ed2-bceb-abda1688cd43,ORLEN Tankstelle,ORLEN,Auf den Blöcken,6,21337,Lüneburg,53.239222,10.460891,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
005056ba-7cb6-1ed2-bceb-63ab1f800d1d,0.7878787878787878,005056ba-7cb6-1ed2-bceb-63ab1f800d1d,star Tankstelle,STAR,Vennhofallee,54,33689,Bielefeld,51.947805,8.582413,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-30 08:00\"\""
005056ba-7cb6-1ee4-a59d-d03bd07dcfc9,0.8571428571428571,005056ba-7cb6-1ee4-a59d-d03bd07dcfc9,star Tankstelle,STAR,Thüringer Straße,127,37539,Bad Grund,51.78186,10.199712,2015-01-06T06:00:01.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 08:00\"\""
ce241717-4c5c-1eda-b8b2-b9c61f135510,0.9459459459459459,ce241717-4c5c-1eda-b8b2-b9c61f135510,JET FRIEDRICHSHAFEN ZEPPELINSTR. 190,JET,ZEPPELINSTR.,190,88048,FRIEDRICHSHAFEN,47.66205,9.43381,2020-09-23T00:01:17.000+02:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
51d4b5ce-a095-1aa0-e100-80009459e03a,0.95,51d4b5ce-a095-1aa0-e100-80009459e03a,JET HETTSTEDT WALBECK KAEMMRITZER WEG 11,JET,KAEMMRITZER WEG,11,06333,HETTSTEDT WALBECK,51.6571,11.48562,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
51d4b720-a095-1aa0-e100-80009459e03a,0.7894736842105263,51d4b720-a095-1aa0-e100-80009459e03a,JET BAMBERG ZEPPELINSTRASSE 3,JET,ZEPPELINSTRASSE,3,96052,BAMBERG,49.91538,10.90616,2014-03-18T16:45:31.000+01:00,{}
51d4b6fe-a095-1aa0-e100-80009459e03a,0.9166666666666666,51d4b6fe-a095-1aa0-e100-80009459e03a,JET NORDHORN DENEKAMPER STR. 112A,JET,DENEKAMPER STR.,112A,48529,NORDHORN,52.42087,7.05344,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
3333871d-3109-4fe8-a4f1-69ec6f3bc22c,0.7916666666666666,3333871d-3109-4fe8-a4f1-69ec6f3bc22c,tankpoint Tankstelle,tankpoint,Macherstraße,105,01917,Kamenz,51.2873955936,14.1120631738,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":127"
0d7b12a6-df95-4e49-b9c4-bf40bbb2c726,0.8076923076923077,0d7b12a6-df95-4e49-b9c4-bf40bbb2c726,TotalEnergies Otterbach,TotalEnergies,Obere Lauter Str.,37,67731,Otterbach,49.478785,7.735516,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
66b0ef10-63ee-4ede-9c3d-05f576baf5aa,0.9583333333333334,66b0ef10-63ee-4ede-9c3d-05f576baf5aa,TotalEnergies Overath,TotalEnergies,Lindlarer Str.,143,51491,Overath,50.962701,7.244351,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
785b0333-ab0f-4f07-a7cb-42eb0c685783,0.7,785b0333-ab0f-4f07-a7cb-42eb0c685783,TotalEnergies Herzogenrath,TotalEnergies,Voccartstr.,80,52134,Herzogenrath,50.850548,6.076434,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
13e6cbc0-a11d-4b81-a3d1-ae048c14aaea,0.6818181818181818,13e6cbc0-a11d-4b81-a3d1-ae048c14aaea,ERLANGEN - ÄUSSERE BRUCKER STR. 17,SUPOL,Äussere Brucker Str.,170,91058,Erlangen,49.577599,10.986883,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 05:00\"\""
8fb186ef-f0e4-4194-a36b-16e7350dfec3,0.7647058823529411,8fb186ef-f0e4-4194-a36b-16e7350dfec3,Agten Freie Tankstelle,Agten Freie Tankstelle,Gildehauser Str.,184,48599,Gronau,52.224234,7.04613,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
b1a67e95-0c0d-4010-a4b7-c370cbc4b2bc,0.8,b1a67e95-0c0d-4010-a4b7-c370cbc4b2bc,Esso Tankstelle,ESSO,MUELHEIMER STR. 151,"",47058,DUISBURG,51.433637,6.794265,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":127"
53d3de9d-0048-4d64-9a30-54934c60f034,0.9523809523809523,53d3de9d-0048-4d64-9a30-54934c60f034,RLB Raiffeisen-Landbund eG,Raiffeisen-Landbund eG,Enzer Str.,96,31655,Stadthagen,52.32347,9.181638,2018-09-26T23:30:07.000+02:00,{}
86b326fe-dc4e-4075-95ff-a51cc02c0235,0.7407407407407407,86b326fe-dc4e-4075-95ff-a51cc02c0235,AVIA Tankstelle,AVIA,Zur Grossen Heide,51,33335,Gütersloh,51.9395,8.480576,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
092b6bef-776f-41e5-bcd9-577b2eb14bda,0.9230769230769231,092b6bef-776f-41e5-bcd9-577b2eb14bda,Shell Massing Eggenfeldener Str. 36,Shell,Eggenfeldener Str.,36,84323,Massing,48.39478,12.614749,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 06:30\"\""
184cde49-c3ae-4c57-8a7f-9122c9b148ff,0.8055555555555556,184cde49-c3ae-4c57-8a7f-9122c9b148ff,Shell Achim Bremer Str. 72-74,Shell,Bremer Str.,72-74,28832,Achim,53.01576,9.017375,2014-03-18T16:45:31.000+01:00,{}
10d13975-7819-4c49-86be-3465bfdc59f9,0.9615384615384616,10d13975-7819-4c49-86be-3465bfdc59f9,Shell Heddesheim Viernheimer Str. 24,Shell,Viernheimer Str.,24,68542,Heddesheim,49.508488,8.59823,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":255"
41ffbaba-e407-4afd-917b-3cebaa930264,0.8484848484848485,41ffbaba-e407-4afd-917b-3cebaa930264,Aral Tankstelle,ARAL,Lachener Straße,56,86911,Dießen,47.957966,11.102196,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":64"
5d7e851d-f637-402a-8d6d-639d35a39390,0.6829268292682927,5d7e851d-f637-402a-8d6d-639d35a39390,Aral Tankstelle,ARAL,Aachener Straße,1100,50858,Köln,50.93839,6.848411,2014-03-18T16:45:31.000+01:00,{}
1ad20106-b7cd-42d9-a15e-7f22a5578ccf,0.8928571428571429,1ad20106-b7cd-42d9-a15e-7f22a5578ccf,Aral Tankstelle,ARAL,Saar-Pfalz-Straße,,66440,Blieskastel-Aßweiler,49.213017,7.181737,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":64"
325b88ea-8b32-4b8d-8290-a731325ba378,0.8571428571428571,325b88ea-8b32-4b8d-8290-a731325ba378,Aral Tankstelle,ARAL,Hauptstraße,88,88074,Meckenbeuren,47.69338,9.559551,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":96"
a8b37d51-1779-4fe5-9289-4012cfbf431e,0.7586206896551724,a8b37d51-1779-4fe5-9289-4012cfbf431e,Aral Tankstelle,ARAL,Freiburger Landstraße,23,79112,Freiburg,47.98194,7.717552,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":64"
df601ea5-97f5-4b23-93c3-15d4944be74c,0.9411764705882353,df601ea5-97f5-4b23-93c3-15d4944be74c,Aral Tankstelle,ARAL,Gökerstraße/Ecke Peterstr,,26384,Wilhelmshaven,53.520424,8.12359,2014-03-18T16:45:31.000+01:00,{}
6a625a13-310c-43fb-8316-4e8027a54510,0.9583333333333334,6a625a13-310c-43fb-8316-4e8027a54510,Aral Tankstelle,ARAL,Leipziger Straße,208,08058,Zwickau,50.742687,12.488169,2014-03-18T16:45:31.000+01:00,{}
e9d64f92-25d9-462e-9b4d-255835d635e2,1.0,e9d64f92-25d9-462e-9b4d-255835d635e2,BayWa Tankstelle Augsburg Lechhausen,BayWa,Am Mittleren Moos,6,86167,Augsburg/Lechhausen,48.39216,10.93732,2016-08-04T00:00:01.000+02:00,{}
769a92b8-6f6e-417f-a641-b304de2e4803,0.6666666666666666,769a92b8-6f6e-417f-a641-b304de2e4803,Peter Rieper GmbH&Co.KG,BFT,Ostfeld,7,21635,Jork,53.52715,9.68596,2014-03-18T16:45:31.000+01:00,{}
a15722b3-7a77-49f9-a222-79c494391294,0.8695652173913043,a15722b3-7a77-49f9-a222-79c494391294,AVIA Tankstelle,AVIA,Berliner Straße,148,33330,Gütersloh,51.91232,8.387662,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
42121b72-78e7-414b-ad5c-c4acce2ba8d0,0.8181818181818182,42121b72-78e7-414b-ad5c-c4acce2ba8d0,Robert Seelig,NORDOEL,Am Kleinbahnhof,3,17506,Gützkow,53.943762,13.396112,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":127"
c79e278f-5bd9-42fd-934f-acf872a4ff15,1.0,c79e278f-5bd9-42fd-934f-acf872a4ff15,Tankstelle Bayer,Freie Tankstelle Bayer,Hauptstr.,58,84130,Dingolfing,48.639545,12.443969,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
00061383-0006-4444-8888-acdc00000006,1.0,00061383-0006-4444-8888-acdc00000006,Neukauf Südbayern GmbH,EDEKA,Am Westpark,8,85057,Ingolstadt,48.775730133057,11.388429641724,2014-03-18T16:45:31.000+01:00,{}
fa2db0aa-191f-49b6-98a0-b58c6710061e,0.9333333333333333,fa2db0aa-191f-49b6-98a0-b58c6710061e,Lars Sander,Westfalen,Lindenstr.,35,49586,Neuenkirchen,52.41971,7.83828,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":32"
c83474cf-5736-43eb-adc5-91ccb28bb5e8,0.6153846153846154,c83474cf-5736-43eb-adc5-91ccb28bb5e8,TopTank Station,TopTank,Pörnbacher Str. 2,"",86558,Hohenwart,48.60232,11.423796,2014-03-18T16:45:31.000+01:00,{}
51e3908d-b5ee-4cf6-89b1-2cbc4b6c2710,0.9285714285714286,51e3908d-b5ee-4cf6-89b1-2cbc4b6c2710,Aral Tankstelle,ARAL,Pingsdorfer Straße,106,50321,Brühl,50.820614,6.895321,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":96"
7784ef59-0cbd-4c6f-bedc-941f9d196116,0.64,7784ef59-0cbd-4c6f-bedc-941f9d196116,LUDWIGSBURG - FRIESENSTRASSE 38,AGIP ENI,Friesenstrasse,38,71640,Ludwigsburg,48.89322,9.2233,2014-03-20T00:00:01.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
dac1e156-e3ee-406d-b12b-ac9f81851360,0.7692307692307693,dac1e156-e3ee-406d-b12b-ac9f81851360,TotalEnergies Noerdlingen,TotalEnergies,Nuernberger Str.,61,86720,Noerdlingen,48.860782,10.502197,2014-08-27T00:00:01.000+02:00,{}
fc74ef28-e973-41e7-973a-1984c665ff21,0.7352941176470589,fc74ef28-e973-41e7-973a-1984c665ff21,TotalEnergies Hagen,TotalEnergies,Weststr.,10,58089,Hagen,51.385874,7.437439,2014-03-18T16:45:31.000+01:00,{}
30690da8-8b82-442c-9edf-9d9cc315c77a,0.8484848484848485,30690da8-8b82-442c-9edf-9d9cc315c77a,TotalEnergies Truckstop Bremen Hemelingen,TotalEnergies Truckstop,Europaallee,5A,28309,Bremen,53.034886,8.887201,2017-03-15T00:00:26.000+01:00,{}
5a5ed93f-84aa-4517-dc7c-c888f278b5c7,0.6153846153846154,5a5ed93f-84aa-4517-dc7c-c888f278b5c7,Gulf Neuseddin,GULF,Pappelallee,50,14554,Seddiner See,52.2888,13.0057,2014-03-18T16:45:31.000+01:00,{}
656babfc-31ec-4539-aee2-7c3a450237c6,0.9444444444444444,656babfc-31ec-4539-aee2-7c3a450237c6,LBD-Holdorf,LBD Tankstelle,Neuenkirchener Straße,8,49451,Holdorf,52.58514,8.11887,2014-03-18T16:45:31.000+01:00,{}
aa842438-c80d-46c1-828f-2cadb756d016,0.6046511627906976,aa842438-c80d-46c1-828f-2cadb756d016,Tankstelle Ewersbach,Roth- Energie,Hauptstr.,156,35716,Dietzhölztal,50.83524,8.3064,2014-05-16T00:00:01.000+02:00,{}
c0ae896c-a64e-4190-aab9-1ebf1907d85f,1.0,c0ae896c-a64e-4190-aab9-1ebf1907d85f,Frankfurt,Mr. Wash Autoservice AG,Hanauer Landstraße,419,60314,Frankfurt,50.12093,8.73524,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-28 08:30\"\""
68b9f88b-7999-4d22-bcf2-902d53cfa928,0.8076923076923077,68b9f88b-7999-4d22-bcf2-902d53cfa928,Silja Marks,NORDOEL,Rendsburger Straße,125,24340,Eckernförde,54.452001,9.832695,2020-07-02T00:01:16.000+02:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":64"
c8137d18-edad-4006-9746-18e876b14b1d,0.8333333333333334,c8137d18-edad-4006-9746-18e876b14b1d,Shell Muenster Albersloher Weg 415,Shell,Albersloher Weg,415,48167,Muenster,51.930266,7.666145,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":192"
e9dbe860-031d-42d2-a96c-8a958df9f764,1.0,e9dbe860-031d-42d2-a96c-8a958df9f764,Shell Meerbusch Neusser Str. 19b,Shell,Neusser Str.,19b,40667,Meerbusch,51.242918,6.698049,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":255"
5d7cfe3b-781a-415a-8d4e-ad93161915c0,0.696969696969697,5d7cfe3b-781a-415a-8d4e-ad93161915c0,Shell Gelsenkirchen Junkerweg 23,Shell,Junkerweg,23,45879,Gelsenkirchen,51.499081,7.102117,2014-03-18T16:45:31.000+01:00,{}
261f6058-0d26-4c67-b286-3f85600cf558,0.7666666666666667,261f6058-0d26-4c67-b286-3f85600cf558,Aral Tankstelle,ARAL,Nürnberger Str.,39,91257,Pegnitz,49.749702,11.539701,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":64"
effc821d-719d-46d1-b449-e1b4cbf01b52,0.6052631578947368,effc821d-719d-46d1-b449-e1b4cbf01b52,Aral Tankstelle,ARAL,Taunus-Schnellweg-Südseite A,661,61352,Bad Homburg,50.208427,8.615339,2014-03-18T16:45:31.000+01:00,{}
7f028be4-8ca3-4d43-9a3d-1b170187f614,0.7428571428571429,7f028be4-8ca3-4d43-9a3d-1b170187f614,Aral Tankstelle,ARAL,Nuernberger Straße,126,90762,Fürth,49.467564,11.005729,2014-03-18T16:45:31.000+01:00,{}
32e040d4-e103-4d46-98b5-fbce0a6fcc9e,0.868421052631579,32e040d4-e103-4d46-98b5-fbce0a6fcc9e,Aral Tankstelle,ARAL,Frankfurter Straße,390,51103,Köln,50.942745,7.027255,2014-03-18T16:45:31.000+01:00,{}
0360ce43-06c6-4c8f-b141-35461117e016,0.5254237288135594,0360ce43-06c6-4c8f-b141-35461117e016,bft Sankt Augustin,bft,Hennefer Str.,42,53757,Sankt Augustin,50.7724,7.1929,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":64"
2de34d80-97f4-4b90-8a9f-defc58293296,0.825,2de34d80-97f4-4b90-8a9f-defc58293296,Shell Braunschweig Helmstedter Str 132,Shell,Helmstedter Str,132,38102,Braunschweig,52.258014,10.544762,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":255"
