station_uuid,durchschnitt_aenderung,uuid,name,brand,street,house_number,post_code,city,latitude,longitude,first_active,openingtimes_json
19a63af8-7a51-434f-b16e-162b8785a562,0.8,19a63af8-7a51-434f-b16e-162b8785a562,AVIA Tankstelle,AVIA,Bahnhofstraße,102,40883,Ratingen,51.33346,6.90406,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 08:00\"\""
51d4b605-a095-1aa0-e100-80009459e03a,0.84,51d4b605-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle WERDAU OT STEINPLEIS STIFTSTR. 6-8,Supermarkt-Tankstelle,STIFTSTR.,6-8,08412,WERDAU OT STEINPLEIS,50.71197,12.41651,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
005056ba-7cb6-1ed2-bceb-67c79e1bcd1f,0.8275862068965517,005056ba-7cb6-1ed2-bceb-67c79e1bcd1f,star Tankstelle,STAR,Dürener Straße,99,50171,Kerpen,50.86121,6.64465,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2025-01-01 08:00\"\""
51d4b4f3-a095-1aa0-e100-80009459e03a,0.6538461538461539,51d4b4f3-a095-1aa0-e100-80009459e03a,JET ROSTOCK SATOWER STR. 10 A,JET,SATOWER STR.,10 A,18059,ROSTOCK,54.07558,12.09403,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":255"
51d4b437-a095-1aa0-e100-80009459e03a,0.72,51d4b437-a095-1aa0-e100-80009459e03a,JET OBERASBACH ROTHENBURGER STR. 33,JET,ROTHENBURGER STR.,33,90522,OBERASBACH,49.43492,10.97311,2014-03-18T16:45:31.000+01:00,{}
7b180006-0b91-4e21-97b7-b5a6044e4e8e,0.7037037037037037,7b180006-0b91-4e21-97b7-b5a6044e4e8e,Sprint Alsleben Wiesenberg,Sprint,Wiesenberg,1,06425,Alsleben,51.70538,11.665161,2015-01-24T00:00:01.000+01:00,{}
4bd203b6-55da-44aa-ab20-6671c382bae7,0.6666666666666666,4bd203b6-55da-44aa-ab20-6671c382bae7,Bayerischer Wald Nord,ESSO,"BAB A3, Stetten",7a,94336,Hunderdorf,48.931488,12.70785,2014-03-18T16:45:31.000+01:00,{}
3aacd52d-f232-4424-9142-ef86a1275032,0.75,3aacd52d-f232-4424-9142-ef86a1275032,Schillhorn-Hanerau,Schillhorn Tankstelle,Mannhardtstraße,8a,25557,Hanerau-Hademarschen,54.121777072554,9.4281793866884,2015-02-05T00:00:01.000+01:00,{}
586e54a2-ec9e-4937-942d-930be34670ed,0.8333333333333334,586e54a2-ec9e-4937-942d-930be34670ed,Automatentankstelle,Markant (Tankautomat),Rheiner Str.,121,48282,Emsdetten,52.182193,7.520861,2023-10-19T23:54:41.000+02:00,{}
96466386-58fd-443a-ae19-db29eab2076e,0.8275862068965517,96466386-58fd-443a-ae19-db29eab2076e,RLB Raiffeisen-Landbund eG,Raiffeisen-Landbund eG,Warteweg,6,37627,Stadtoldendorf,51.87944,9.618098,2014-03-18T16:45:31.000+01:00,{}
b44f5bd3-104d-4f61-8e5f-598de9bc7eec,0.9047619047619048,b44f5bd3-104d-4f61-8e5f-598de9bc7eec,CLASSIC Leck,CLASSIC,Flensburger Str.,2,25917,Leck,54.77,8.97692,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 06:30\"\""
fef4d9b4-e28e-4fb1-8dbf-78d99577269a,0.9,fef4d9b4-e28e-4fb1-8dbf-78d99577269a,CLASSIC Villingen,CLASSIC,Berliner Str.,3,78048,Villingen - Schwenningen,48.06979,8.44923,2015-10-16T00:00:02.000+02:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 06:00\"\""
26568d95-0aeb-479b-8e2d-a033351f4e88,0.8571428571428571,26568d95-0aeb-479b-8e2d-a033351f4e88,Tankcenter Hilter,Tankcenter,Bielefelder Str.,3,49176,Hilter,52.13868,8.14669,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
7c0294a0-0268-4b4f-a5f4-6a2129a9116a,0.96,7c0294a0-0268-4b4f-a5f4-6a2129a9116a,TotalEnergies Frankenthal,TotalEnergies,Foltzring,38-40,67227,Frankenthal,49.537769,8.359031,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
944d2525-4cb4-4a53-9cbe-d80f6a9bbd3a,0.9565217391304348,944d2525-4cb4-4a53-9cbe-d80f6a9bbd3a,TotalEnergies Durach,TotalEnergies,Fuessener Str.,2A,87471,Durach,47.699386,10.3415,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":127"
aee50752-10b5-42c2-9ea6-f7b87fa66b40,0.7333333333333333,aee50752-10b5-42c2-9ea6-f7b87fa66b40,bft Volkmarsen,bft,Arolser Strasse,48,34471,Volkmarsen,51.404366,9.111185,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":64"
8485d9a1-fb9b-476e-9cc3-17d00dcdcee0,0.85,8485d9a1-fb9b-476e-9cc3-17d00dcdcee0,Globus Handelshof St. Wendel GmbH & Co. KG Betriebsstätte Güdingen,Globus SB Warenhaus,Wolfsau,4,66130,Saarbrücken,49.20958,7.02703,2014-03-18T16:45:31.000+01:00,{}
607368ed-f5b9-4d12-959c-0dbe141f8394,0.7037037037037037,607368ed-f5b9-4d12-959c-0dbe141f8394,Walther Tankstelle,bft - Walther,Alte Bahnhofstr.,4,97422,Schweinfurt,50.046,10.2416,2014-05-16T00:00:01.000+02:00,{}
26800c43-f98c-4562-b86b-edb4615cda1c,0.8918918918918919,26800c43-f98c-4562-b86b-edb4615cda1c,Shell Stralsund Richtenberger Chaussee 56,Shell,Richtenberger Chaussee,56,18437,Stralsund,54.297464,13.059548,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":224"
4afdf88e-1cd4-41e7-b9ab-8605b78f55dc,0.90625,4afdf88e-1cd4-41e7-b9ab-8605b78f55dc,Shell Immendingen Schwarzwaldstr. 90,Shell,Schwarzwaldstr.,90,78194,Immendingen,47.934931,8.719004,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":192"
2d946631-f38b-403e-88f5-99d4ace480df,0.8333333333333334,2d946631-f38b-403e-88f5-99d4ace480df,Shell Flensburg Friesische Str. 191,Shell,Friesische Str.,191,24937,Flensburg,54.778006,9.41502,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":255"
5cfaaad2-d3bb-4661-9e7f-2f821f4e50f6,0.8378378378378378,5cfaaad2-d3bb-4661-9e7f-2f821f4e50f6,Shell Stuttgart Benzenäcker Str. 2,Shell,Benzenäcker Str.,2,70378,Stuttgart,48.830785,9.221513,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 06:00\"\""
5c63b4f0-1a6b-4a73-b7dc-c125c6cd3d66,0.8648648648648649,5c63b4f0-1a6b-4a73-b7dc-c125c6cd3d66,Shell Stuttgart Burgstallstr. 122,Shell,Burgstallstr.,122,70199,Stuttgart,48.755543,9.142012,2014-03-18T16:45:31.000+01:00,{}
3e17a2ae-db29-425f-895d-f841d817309a,0.9642857142857143,3e17a2ae-db29-425f-895d-f841d817309a,Aral Tankstelle,ARAL,Potsdamer Straße,55,14469,Potsdam,52.41958,13.012795,2014-03-18T16:45:31.000+01:00,{}
6fcc6c05-0012-413b-9bdf-87f1bd67c1d2,0.7111111111111111,6fcc6c05-0012-413b-9bdf-87f1bd67c1d2,Aral Tankstelle,ARAL,Kennedydamm,200 Ost,31135,Hildesheim,52.17952,9.964843,2014-03-18T16:45:31.000+01:00,{}
88573473-8347-4450-a902-b27ec698a0eb,0.9166666666666666,88573473-8347-4450-a902-b27ec698a0eb,ENI,AGIP ENI,Äuss.Zwickauer Str.,16-20,09350,Lichtenstein,50.752736443967,12.621101927857,2014-03-20T00:00:01.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
35b44c1e-1d18-463c-adf0-27fa684ffc91,0.7714285714285715,35b44c1e-1d18-463c-adf0-27fa684ffc91,Esso Station,ESSO,Siemensstr. 19,"",84030,Landshut,48.556646,12.153395,2014-03-18T16:45:31.000+01:00,{}
4a560453-e93f-40e9-9d05-4df1408aafc5,0.9333333333333333,4a560453-e93f-40e9-9d05-4df1408aafc5,Esso Station,ESSO,Windsbacher Str. 39,"",91174,Spalt,49.177487,10.91805,2014-03-18T16:45:31.000+01:00,{}
ad6243de-0e10-4519-8c22-e664b9f5d7ad,0.8695652173913043,ad6243de-0e10-4519-8c22-e664b9f5d7ad,Raiffeisen Vital eG,Raiffeisen,Kornhausstr.,11,57392,Gleidorf,51.166183,8.31005,2014-03-18T16:45:31.000+01:00,{}
86d2614a-a537-4c8f-a288-0354495ad219,1.0,86d2614a-a537-4c8f-a288-0354495ad219,TROSTBERG - BAYERNSTRASSE 4,AGIP ENI,Bayernstrasse,4,83308,Trostberg,48.027070698248,12.556434002044,2014-03-20T00:00:01.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
76a9ca5e-534c-4620-ac53-3d012d112e01,0.9642857142857143,76a9ca5e-534c-4620-ac53-3d012d112e01,Bft St. Ingbert,BFT,Ensheimer Str.,162,66386,St. Ingbert,49.2623,7.10307,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
961351cb-a3c3-4903-9a52-23a7c9be06f3,0.7428571428571429,961351cb-a3c3-4903-9a52-23a7c9be06f3,Access Station Stuttgart,Access,Seerosenstr.,48,70563,Stuttgart,48.733693,9.106895,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
197a2371-2190-40c8-b899-67136a2cd51b,0.8076923076923077,197a2371-2190-40c8-b899-67136a2cd51b,Jochen Stoll,Esso,Hauptstr.,8,67724,Gehrweiler,49.574,7.775,2014-03-18T16:45:31.000+01:00,{}
8bea3fd6-d1a2-4fb1-d960-56f1a392efe2,0.7916666666666666,8bea3fd6-d1a2-4fb1-d960-56f1a392efe2,Autohaus Schneeberger,Autohaus Schneeberger GmbH & Co. KG,Bahnhofsraße,3,93164,Laaber,49.067825,11.88435,2019-12-09T18:01:13.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 00:00\"\""
46d824e1-819e-483c-b772-f6af9b96cca3,0.8974358974358975,46d824e1-819e-483c-b772-f6af9b96cca3,Aytuk-Hakan Ertürk,NORDOEL,Hauptstr.,40,21755,Hechthausen,53.641523,9.236627,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":32"
595a315d-06e2-43cb-a6ce-0c1d7d3cae43,0.8125,595a315d-06e2-43cb-a6ce-0c1d7d3cae43,OIL! Tankstelle Hildesheim,OIL!,Schützenwiese 27 A,,31137,Hildesheim,52.1522,9.93637,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":192"
005056ba-7cb6-1ed2-bceb-bc577a5e6d4e,0.7857142857142857,005056ba-7cb6-1ed2-bceb-bc577a5e6d4e,ORLEN Tankstelle,ORLEN,Hamburger Straße,141,25337,Elmshorn,53.749915,9.681535,2014-03-18T16:45:31.000+01:00,{}
2599dfbd-54c1-473d-a0df-a1538ba120b6,0.5833333333333334,2599dfbd-54c1-473d-a0df-a1538ba120b6,Raiffeisen Lagerhaus GmbH Gaukönigshofen,ZG Raiffeisen Energie,Raiffeisenplatz,3,97253,Gaukönigshofen,49.63404,10.006548,2020-12-02T20:01:18.000+01:00,{}
2e5677c6-f550-4c98-a328-26e06a770fab,0.7692307692307693,2e5677c6-f550-4c98-a328-26e06a770fab,Volker Wilkens,NORDOEL,Jungfernstieg,13,25704,Meldorf,54.09002,9.06916,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":32"
ec8055b8-cdb5-4414-8558-7444de5fd4ea,0.7674418604651163,ec8055b8-cdb5-4414-8558-7444de5fd4ea,Ramona Pelster,Westfalen,Schiffahrter Damm,29,48145,Münster,51.969,7.65573,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":32"
74043533-9298-4e83-916f-390f3036efd0,0.6296296296296297,74043533-9298-4e83-916f-390f3036efd0,Shell Troisdorf Larstr. 2 A,Shell,Larstr.,2 A,53844,Troisdorf,50.807089,7.130142,2014-03-18T16:45:31.000+01:00,{}
a4810f7d-b02f-4a48-9c38-11925f6af108,1.0,a4810f7d-b02f-4a48-9c38-11925f6af108,Shell Ziesar A2 Buckautal Sued,Shell,A2 Buckautal Sued,,14793,Ziesar,52.249972,12.306864,2018-05-30T23:30:06.000+02:00,{}
ab32ef68-d8b4-4424-8466-4ab89198c3dc,0.7142857142857143,ab32ef68-d8b4-4424-8466-4ab89198c3dc,Aral Tankstelle,ARAL,An der Stadtautobahn,60,18119,Rostock,54.168423,12.079958,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":127"
db9e7abe-b6ca-4881-8e9f-cd65e7c555d7,0.9333333333333333,db9e7abe-b6ca-4881-8e9f-cd65e7c555d7,Aral Tankstelle,ARAL,Amsterdamer Straße,194,50735,Köln,50.974747,6.970322,2014-03-18T16:45:31.000+01:00,{}
b98e30d0-1212-42fc-a04a-70e50bb2bf13,0.7,b98e30d0-1212-42fc-a04a-70e50bb2bf13,Aral Tankstelle,ARAL,Pyrmonter Straße,32,31789,Hameln,52.098495,9.350625,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":64"
d7e2f7a3-3bfa-4f67-a702-a8c90a52dba7,0.7428571428571429,d7e2f7a3-3bfa-4f67-a702-a8c90a52dba7,Aral Tankstelle,ARAL,Volkmannstraße,19,06112,Halle,51.487915,11.984189,2014-03-18T16:45:31.000+01:00,{}
4497aba2-c7b7-4965-a651-4d9aadc83c2d,0.8620689655172413,4497aba2-c7b7-4965-a651-4d9aadc83c2d,Shell Frankfurt Am Main Huegelstr. 145a,Shell,Huegelstr.,145a,60431,Frankfurt Am Main,50.147153,8.66268,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":224"
e1a15081-24bd-9107-e040-0b0a3dfe563c,0.4888888888888889,e1a15081-24bd-9107-e040-0b0a3dfe563c,"Anklam, Lübecker Str. 18",HEM,Lübecker Str.,20,17389,Anklam,53.844761,13.685467,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":127"
e1a15081-257c-9107-e040-0b0a3dfe563c,0.48,e1a15081-257c-9107-e040-0b0a3dfe563c,"Wuppertal, Einern 144",HEM,Einern,144,42279,Wuppertal,51.302139,7.214836,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
ecb1ad06-9ba2-40a2-bf18-cd8f5dac20e3,0.8333333333333334,ecb1ad06-9ba2-40a2-bf18-cd8f5dac20e3,Raiffeisen Sauer-Siegerland eG,Raiffeisen,Kölner Str.,9,57482,Wenden Rothemühle,50.952824,7.8187733,2019-09-30T20:01:13.000+02:00,{}
ac50c5f1-7c1a-4ab6-aceb-c80ad2840b6a,0.8205128205128205,ac50c5f1-7c1a-4ab6-aceb-c80ad2840b6a,Raiffeisen Hatten eG,Raiffeisen Hatten eG,Theodor-Heuss-Str.,16,26209,Hatten / Sandkrug,53.0577,8.24023,2016-10-05T00:00:02.000+02:00,{}
f5851144-c907-4ffb-3b3a-96f5174bfe18,1.0,f5851144-c907-4ffb-3b3a-96f5174bfe18,Tankstelle Seehausen,BFT Seehausen Wanzleben,Wanzlebener Allee,12 B,39164,Wanzleben/Seehausen,52.096901,11.307616,2020-02-29T10:01:16.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 06:00\"\""
168cacbd-2404-482e-81d1-9d066eee1323,0.8235294117647058,168cacbd-2404-482e-81d1-9d066eee1323,Sb Langenfeld Opladenerstr. 132,SB,Opladenerstr.,132,40764,Langenfeld,51.084671,6.972238,2014-09-06T00:00:01.000+02:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":192"
e28a9829-5baa-43ec-878c-940d88188aa1,0.8857142857142857,e28a9829-5baa-43ec-878c-940d88188aa1,Esso Tankstelle,ESSO,HAMBURGER CHAUSSEE 1,"",23858,REINFELD,53.825665,10.497967,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
0feba92e-b564-4776-a2ea-e8a473b66156,0.6875,0feba92e-b564-4776-a2ea-e8a473b66156,Esso Tankstelle,ESSO,BOLTENSTERNSTR. 353,"",50735,KOELN,50.980432,6.968957,2014-03-18T16:45:31.000+01:00,{}
1542a76a-ceaf-4d55-8cef-bcd83af16f3b,0.7073170731707317,1542a76a-ceaf-4d55-8cef-bcd83af16f3b,Esso Tankstelle,ESSO,HAUPTSTR. 136,"",70563,STUTTGART,48.730809,9.098163,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":127"
a0444420-f4af-4cc3-851c-0cf00163eaac,0.85,a0444420-f4af-4cc3-851c-0cf00163eaac,BELL Oil,BELL Oil,Essener Straße,29,57234,Wilnsdorf,50.82368,8.0785,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":32"
005056ba-7cb6-1ed2-bceb-cd3fa4a5cd57,0.8421052631578947,005056ba-7cb6-1ed2-bceb-cd3fa4a5cd57,star Tankstelle,STAR,Hauptstraße,1,26427,Esens,53.673708,7.57825,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 07:00\"\""
005056ba-7cb6-1ed2-bceb-577013c04d16,0.6578947368421053,005056ba-7cb6-1ed2-bceb-577013c04d16,star Tankstelle,STAR,Bonsfelder Straße,85,42555,Velbert,51.370968,7.137623,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 06:00\"\""
005056ba-7cb6-1ed2-bceb-b09f70c64d45,0.9032258064516129,005056ba-7cb6-1ed2-bceb-b09f70c64d45,star Tankstelle,STAR,Hauptstraße,7,01809,Heidenau,50.972393,13.863715,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
005056a9-779e-1eed-b8d2-71999aa40ca8,0.9375,005056a9-779e-1eed-b8d2-71999aa40ca8,ORLEN Express Tankstelle,ORLEN Express,Lilienthalstr.,54,85080,Gaimersheim,48.786859,11.385174,2023-06-02T00:01:17.000+02:00,{}
51d4b667-a095-1aa0-e100-80009459e03a,0.6451612903225806,51d4b667-a095-1aa0-e100-80009459e03a,JET LEIPZIG DIESKAUSTR. 111,JET,DIESKAUSTR.,111,04249,LEIPZIG,51.31054,12.32654,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
51d4b66a-a095-1aa0-e100-80009459e03a,0.7352941176470589,51d4b66a-a095-1aa0-e100-80009459e03a,JET HAMBURG RUGENBARG 266-268,JET,RUGENBARG,266-268,22549,HAMBURG,53.58738,9.87474,2014-03-18T16:45:31.000+01:00,{}
