station_uuid,durchschnitt_aenderung,uuid,name,brand,street,house_number,post_code,city,latitude,longitude,first_active,openingtimes_json
4adbceed-6b6f-44bb-b75e-ca2990ac2235,0.6904761904761905,4adbceed-6b6f-44bb-b75e-ca2990ac2235,Shell Hagen Wehringhauser Str. 112,Shell,Wehringhauser Str.,112,58135,Hagen,51.353475,7.446973,2014-12-21T00:00:01.000+01:00,{}
5c670918-614c-4982-9cd7-1ed0ba922c7a,0.8666666666666667,5c670918-614c-4982-9cd7-1ed0ba922c7a,Aral Tankstelle,ARAL,Gladbecker Str.,398 A,45326,Essen,51.48616,6.999299,2014-03-18T16:45:31.000+01:00,{}
64e407d4-bf53-4eaf-9560-db30345877dc,0.7083333333333334,64e407d4-bf53-4eaf-9560-db30345877dc,MANNHEIM - UNTERMUEHLAUSTR. 105-107,AGIP ENI,Untermuehlaustr.,105-107,68169,Mannheim,49.510755,8.469932,2014-03-20T00:00:01.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
e1a15081-2546-9107-e040-0b0a3dfe563c,0.7560975609756098,e1a15081-2546-9107-e040-0b0a3dfe563c,"Westerrönfeld, Schmiedestr. 23",HEM,Schmiedestr.,23,24784,Westerrönfeld,54.280264,9.647808,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
e1a15081-2620-9107-e040-0b0a3dfe563c,0.9130434782608695,e1a15081-2620-9107-e040-0b0a3dfe563c,"Munster, Soltauer Str. 5",HEM,Soltauer Str.,5,29633,Munster,52.991261,10.079998,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
39603d66-5bc1-46ff-b5d3-723cbd484602,0.7272727272727273,39603d66-5bc1-46ff-b5d3-723cbd484602,"Jena, Rudolstädter Str. 89",HEM,Rudolstädter Str.,89,07745,Jena,50.886843,11.587801,2016-01-16T00:00:02.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":127"
6351d970-45e0-464c-9fd3-789ceea55233,0.6984126984126984,6351d970-45e0-464c-9fd3-789ceea55233,SB-Tank am HIT,SB-Tank am HIT (Mundorf Tank),Spicher Straße,101,53844,Troisdorf-Sieglar,50.81207,7.122648,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
17c98d73-3066-43db-8c41-5ac90b33b095,0.7627118644067796,17c98d73-3066-43db-8c41-5ac90b33b095,GULF TS Schipkau,GULF,Ruhlander Str.,27,01993,Schipkau,51.5102,13.8976,2018-05-11T23:30:07.000+02:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
bd8cde57-8907-4903-d072-89ef17ee66e0,0.75,bd8cde57-8907-4903-d072-89ef17ee66e0,Remels,SCORE,Ostertorstr.,99,26670,Uplengen-Remels,53.30676,7.75827,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
237228d5-b19d-4bee-bf8e-14b3f1c41449,0.8611111111111112,237228d5-b19d-4bee-bf8e-14b3f1c41449,Esso Tankstelle,ESSO,JAKOB-BORCHERS-STR. 14 A,"",26340,ZETEL,53.420877,7.975601,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
7b6d25da-46b6-4060-afe0-30f822d67c34,0.7692307692307693,7b6d25da-46b6-4060-afe0-30f822d67c34,Tankstelle Meurer,Meurer Freie Tankstelle,Weseler Str.,4,46519,Alpen,51.581877,6.520817,2014-03-18T16:45:31.000+01:00,{}
b3745cc9-0114-442b-b9a4-a92c4094438b,0.7111111111111111,b3745cc9-0114-442b-b9a4-a92c4094438b,Esso Tankstelle,ESSO,BIRTHER STR. 5,"",42549,VELBERT,51.337402,7.019454,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
1ac4acbd-c717-4f65-8da2-4fc699c72b95,0.9032258064516129,1ac4acbd-c717-4f65-8da2-4fc699c72b95,SBl St. Ingbert Obere-Kaiser-Str. 14-18,SB,Obere-Kaiser-Str.,14-18,66386,St. Ingbert,49.286052,7.151708,2021-01-08T02:01:15.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 09:00\"\""
2341afc1-3e0b-4a64-b34e-d50b6922222e,0.3492063492063492,2341afc1-3e0b-4a64-b34e-d50b6922222e,Tankstelle Stolberg,Tankstelle,Münsterau,215,52224,Stolberg,50.7368,6.2671,2017-01-11T00:00:01.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 06:30\"\""
bf6ee7b1-95f8-4511-a06c-baba3af91ac1,0.918918918918919,bf6ee7b1-95f8-4511-a06c-baba3af91ac1,PM Express Moenchengladbach Stadtwaldstraße 76,PM Xpress,Stadtwaldstraße,76,41179,Moenchengladbach,51.147172,6.370566,2021-08-28T02:01:17.000+02:00,{}
0263adda-28e0-415c-97f7-dac62ebbf179,0.9166666666666666,0263adda-28e0-415c-97f7-dac62ebbf179,Freie Tankstelle,Freie Tankstelle,Theresienstraße,2,83278,Traunstein,47.87211,12.638233,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
ce8fefd6-070c-4b99-8c5b-f24c06f00b6a,0.92,ce8fefd6-070c-4b99-8c5b-f24c06f00b6a,Tankstelle am Kaufland,Kaufland,Äußere Münchner Str.,100,83026,Rosenheim,47.8485,12.0918,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 05:00\"\""
d37b8cb6-3cc4-41ab-9593-f8366d0b3d66,0.6428571428571429,d37b8cb6-3cc4-41ab-9593-f8366d0b3d66,bft Brüggen,bft,Heerstr.,441,50169,Kerpen,50.8481,6.77642,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2025-01-01 08:00\"\""
d96604a1-0ed7-4882-a292-0ab5436914c2,0.7333333333333333,d96604a1-0ed7-4882-a292-0ab5436914c2,PLANEGG - BAHNHOFSTR 1,AGIP ENI,Bahnhofstr,1,82152,Planegg,48.101858537077,11.426278178278,2014-03-20T00:00:01.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
005056ba-7cb6-1ed2-bceb-bd39227fcd4e,0.9230769230769231,005056ba-7cb6-1ed2-bceb-bd39227fcd4e,famila Tankstelle,FAMILA,Am Vogelsang,12,29640,Schneverdingen,53.10806,9.79006,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
005056ba-7cb6-1ed2-bceb-90e59ad2cd35,0.7391304347826086,005056ba-7cb6-1ed2-bceb-90e59ad2cd35,star Tankstelle,STAR,Gelsdorfer Straße,2-4,53340,Meckenheim,50.619319,7.023897,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 06:00\"\""
005056ba-7cb6-1ed2-bceb-aba199748d43,0.6888888888888889,005056ba-7cb6-1ed2-bceb-aba199748d43,star Tankstelle,STAR,Hildburghauser Straße,7,12279,Berlin,52.412786,13.359043,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 00:00\"\""
e293dfca-e2b6-4983-b28a-6a00ea9966b0,0.7567567567567568,e293dfca-e2b6-4983-b28a-6a00ea9966b0,AVIA Tankstelle,AVIA,Tremskamp,32,23611,Bad Schwartau,53.90483,10.69065,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
ac9b497a-2c8d-49b4-9254-da6f906229d9,0.8620689655172413,ac9b497a-2c8d-49b4-9254-da6f906229d9,JET INNING AM AMMERSEE BRUCKER STR. 32 A,JET,BRUCKER STR.,32 A,82266,INNING AM AMMERSEE,48.08827,11.15114,2023-10-18T23:54:26.000+02:00,{}
cd8ba6a6-03e2-1ee5-adb1-40cbfacad25e,0.775,cd8ba6a6-03e2-1ee5-adb1-40cbfacad25e,JET NIDDATAL AM STEINACKER 1,JET,AM STEINACKER,1,61194,NIDDATAL,50.27365,8.80687,2016-01-08T00:00:01.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
e1a15081-2572-9107-e040-0b0a3dfe563c,0.5185185185185185,e1a15081-2572-9107-e040-0b0a3dfe563c,"Regensburg, Obertraublinger Str. 10",HEM,Obertraublinger Str.,101,93055,Regensburg,48.981548,12.149654,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
e0f072e3-f9ca-40cc-a4ca-0ffd26a32878,0.9,e0f072e3-f9ca-40cc-a4ca-0ffd26a32878,Sprint Bernburg Magdeburger Chaussee,Sprint,Magdeburger Chaussee,1b,06406,Bernburg,51.810066,11.723997,2018-01-12T23:30:07.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
3673032f-c658-4121-afe2-08d7a5acb481,0.5625,3673032f-c658-4121-afe2-08d7a5acb481,Willigs Neu- und Gebrauchtwagenhandel Bad Krozingen,BFT Willig´s GTR-Tankhof,Norsinger Str.,2,79189,Bad Krozingen,47.92292,7.70725,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
3eafadb5-8381-4070-aca8-57721c53cff3,1.0,3eafadb5-8381-4070-aca8-57721c53cff3,Shell Wachtberg Am Wachtbergring 2,Shell,Am Wachtbergring,2,53343,Wachtberg,50.623141,7.122859,2016-02-25T00:00:01.000+01:00,{}
2c6af758-66af-11ee-a940-005056a27fa7,0.6896551724137931,2c6af758-66af-11ee-a940-005056a27fa7,CLASSIC Wilnsdorf,CLASSIC,Hagener Straße,31,57234,Wilnsdorf,50.82053,8.10891,2023-11-14T00:34:25.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 08:00\"\""
38a4e9e4-0af0-4c5a-b4a9-12171675e151,0.6857142857142857,38a4e9e4-0af0-4c5a-b4a9-12171675e151,CLASSIC Winsen/Aller,CLASSIC,Poststr.,31,29308,Winsen (Aller),52.6823,9.90956,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 06:00\"\""
5f83440c-ac74-4e57-9252-f57182d4e10f,0.6428571428571429,5f83440c-ac74-4e57-9252-f57182d4e10f,CLASSIC Dorsten,CLASSIC,Glück-Auf-Straße,201,46284,Dorsten,51.6717,7.00112,2017-09-25T23:30:06.000+02:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 08:00\"\""
3e2b4b52-38fa-42c0-aeda-1a9085bd2554,0.8461538461538461,3e2b4b52-38fa-42c0-aeda-1a9085bd2554,Access Quickborn,Access,Kieler Str.,32-34,25451,Quickborn,53.724487,9.900447,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
aaf6c60a-eba2-4eea-aad4-269d8afd5013,0.875,aaf6c60a-eba2-4eea-aad4-269d8afd5013,TotalEnergies Hannover,TotalEnergies,Sutelstr.,23,30659,Hannover,52.414336,9.7974,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
41667bb8-fe3b-4972-9098-6f1fa38e7567,0.8709677419354839,41667bb8-fe3b-4972-9098-6f1fa38e7567,BFT Tankstelle Paluza,BFT,Am Kanal,19,76689,Karlsdorf-Neuthard,49.141759,8.552701,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
4b3c04a2-dc5a-44b9-ab23-dfb9072e115c,1.0,4b3c04a2-dc5a-44b9-ab23-dfb9072e115c,Haßloch,Schuster & Sohn KG,Rudolf-Diesel Straße 4,,67454,Haßloch,49.37361,8.256667,2014-05-16T00:00:01.000+02:00,{}
00669a59-3c04-4110-b8af-05414797d44b,0.7142857142857143,00669a59-3c04-4110-b8af-05414797d44b,bft-Station Sabrina Grigutsch,,Schwerter Str.,22,58642,Iserlohn,51.36717,7.61081,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-28 07:00\"\""
e0bd4af8-f377-4395-b587-ea4fa72463c4,0.6363636363636364,e0bd4af8-f377-4395-b587-ea4fa72463c4,TotalEnergies Velbert,TotalEnergies,Friedrich-Ebert-Str.,12-14,42549,Velbert,51.334795,7.048918,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
e6405c02-c7a3-449f-bd07-ed9dc7001abb,0.8604651162790697,e6405c02-c7a3-449f-bd07-ed9dc7001abb,TopTank Station,TopTank,Schweinfurter Str. 42,"",97076,Würzburg,49.799589,9.956076,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
2a8b90df-d10d-4905-b6bc-1bf86d90db2b,0.75,2a8b90df-d10d-4905-b6bc-1bf86d90db2b,M1 Hildesheim,M1,Bavenstedter Straße,100,31135,Hildesheim,52.166882221556,9.9794472284337,2014-03-18T16:45:31.000+01:00,{}
34c0c156-7eb2-4271-88e2-e7474dea15ca,0.671875,34c0c156-7eb2-4271-88e2-e7474dea15ca,AVIA Tankstelle,AVIA,Sonnenstraße,11,85232,Bergkirchen,48.2588713,11.3666857,2014-03-18T16:45:31.000+01:00,{}
b2baa3ef-bd41-4f14-b470-a5e5a2bb5c5f,0.6756756756756757,b2baa3ef-bd41-4f14-b470-a5e5a2bb5c5f,Shell Stuttgart Hechinger Str. 33,Shell,Hechinger Str.,33,70567,Stuttgart,48.723309,9.146432,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 06:00\"\""
8443b25e-6f19-49e3-adde-cf80b6274b2d,0.6739130434782609,8443b25e-6f19-49e3-adde-cf80b6274b2d,Shell Bad Urach Burgstr. 70,Shell,Burgstr.,70,72574,Bad Urach,48.497012,9.381501,2014-03-18T16:45:31.000+01:00,{}
5dc37d03-5fb3-4db6-a1cf-3e479a46d01c,0.8571428571428571,5dc37d03-5fb3-4db6-a1cf-3e479a46d01c,Shell Offenburg Freiburger Str. 1,Shell,Freiburger Str.,1,77652,Offenburg,48.47553,7.941317,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":224"
2b18d0af-5e15-498b-be6f-4e9e29f50165,0.75,2b18d0af-5e15-498b-be6f-4e9e29f50165,Aral Tankstelle,ARAL,Olpener Straße,1026,51109,Köln,50.94688,7.085226,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":96"
cc068dfe-2dd0-4859-8a8d-0e822548963e,0.9545454545454546,cc068dfe-2dd0-4859-8a8d-0e822548963e,Aral Tankstelle,ARAL,Neuburger Straße,141,94036,Passau,48.558994,13.421607,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":96"
5a17f90e-ca4b-4096-978c-13e2f5c8c6e8,0.9333333333333333,5a17f90e-ca4b-4096-978c-13e2f5c8c6e8,Lietmann Mineralöle Füchtorfer Str. 31,,Füchtorfer Straße,31,48336,Sassenberg,52.0048,8.039509,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
1cb4df21-96c4-5ea1-a466-4b78f191c419,0.7692307692307693,1cb4df21-96c4-5ea1-a466-4b78f191c419,Salzwedel,Hoyer,Kristallweg,18,29410,Salzwedel,52.85885238647,11.1658782959,2017-04-05T00:00:26.000+02:00,{}
6a8436d7-467e-41b7-9850-d4b38b5e3dbb,1.0,6a8436d7-467e-41b7-9850-d4b38b5e3dbb,RWG TS Gerbstedt,Raiffeisen Mansfeld,Bellebener Str.,1,06347,Gerbstedt,51.637949,11.62722,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 05:30\"\""
51d4b70a-a095-1aa0-e100-80009459e03a,0.7857142857142857,51d4b70a-a095-1aa0-e100-80009459e03a,JET GOETTINGEN AM KAUFPARK 7,JET,AM KAUFPARK,7,37079,GOETTINGEN,51.52633,9.88048,2014-03-18T16:45:31.000+01:00,{}
444f1035-ca0d-4b0f-be6b-233a79ddda16,1.0,444f1035-ca0d-4b0f-be6b-233a79ddda16,Raiffeisen Handels- und Vermittlungsgesellschaft mbH Eichenzell,Raiffeisen,Rudolf Diesel Str,31,56751,Polch,50.31109,7.31241,2023-01-13T20:01:26.000+01:00,{}
b8d95ebf-c4be-48cc-9cf3-68e601b25e2d,0.7,b8d95ebf-c4be-48cc-9cf3-68e601b25e2d,City Point,Jantzon Tankstelle,Hauptstr.,47,49419,Wagenfeld,52.548697,8.589764,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 06:00\"\""
a0d32dd0-2e32-4f68-8f64-e6d2517f671a,1.0,a0d32dd0-2e32-4f68-8f64-e6d2517f671a,Lagerhaus Schnitt OHG bft-Tankstelle,,Schorndorfer Str.,131,73066,Uhingen,48.71893,9.58622,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
1b0e5881-b414-4e13-a3e9-d9d622e9a569,0.8888888888888888,1b0e5881-b414-4e13-a3e9-d9d622e9a569,M1 Harsum/Borsum,M1,Aseler Straße,23,31177,Harsum-Borsum,52.20408161458,10.00135075463,2021-05-07T02:01:16.000+02:00,{}
2c47e122-1308-4489-a219-a8dff0fcd59a,0.6363636363636364,2c47e122-1308-4489-a219-a8dff0fcd59a,AVIA Tankstelle,AVIA,Frankfurter Straße,57,35781,Weilburg,50.481099,8.279904,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
1c9b09cf-7602-41c2-0016-f551f8f1944e,0.9375,1c9b09cf-7602-41c2-0016-f551f8f1944e,Auto Wentsch MTB,Auto-Wentsch MTB,Calmbacherstrasse,36,75323,Bad Wildbad,48.757517,8.552017,2024-06-06T23:00:49.000+02:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":255"
5c6893b8-f83e-3b87-ed5f-a2c40770bbfa,0.6666666666666666,5c6893b8-f83e-3b87-ed5f-a2c40770bbfa,Tankstelle M. Dürkop,,Sandkrugstraße,27,38446,Wolfsburg,52.4189,10.84667,2024-02-02T21:58:14.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":63"
00060599-0002-4444-8888-acdc00000002,0.75,00060599-0002-4444-8888-acdc00000002,Tankstelle Martin Riedel St. Johann,,Mainburger Str.,8,93358,St. Johann,48.731441497803,11.812490463257,2015-05-13T00:00:01.000+02:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":31"
d749d535-87a4-4c68-9e15-7ebef5e75e31,0.8846153846153846,d749d535-87a4-4c68-9e15-7ebef5e75e31,TotalEnergies Autohof Werther,TotalEnergies Autohof,Am Helmeberg,3,99735,Nordhausen,51.48713,10.742406,2023-06-28T20:01:18.000+02:00,{}
f54c9d8b-0bf3-46ab-ad91-3e2b064382f5,0.7586206896551724,f54c9d8b-0bf3-46ab-ad91-3e2b064382f5,TotalEnergies Leipzig,TotalEnergies,Zschochersche Str.,84,04229,Leipzig,51.32266,12.3319,2014-03-18T16:45:31.000+01:00,{}
431170c0-24bf-47f3-85ca-46a2b307eefd,0.8387096774193549,431170c0-24bf-47f3-85ca-46a2b307eefd,TotalEnergies Chemnitz,TotalEnergies,Zschopauer Str.,319,09127,Chemnitz,50.810155,12.965084,2014-03-18T16:45:31.000+01:00,{}
c788a642-62c1-44fa-a243-721d041aba61,1.0,c788a642-62c1-44fa-a243-721d041aba61,Tankstelle Langwasser,Tankstelle Langwasser,Talstraße,12,36358,Herbstein-Altenschlirf,50.5364,9.3896,2014-03-18T16:45:31.000+01:00,"\"{\"\"overrides\"\":[{\"\"startp\"\":\"\"2024-12-31 08:00\"\""
f0388b43-f365-4bde-8550-de43a21ea056,0.875,f0388b43-f365-4bde-8550-de43a21ea056,AVIA Tankstelle,AVIA,Gloelstraße,12,35576,Wetzlar,50.562366,8.501325,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":15"
709dcc9e-af25-496e-8192-0850bd4dc2e1,0.7222222222222222,709dcc9e-af25-496e-8192-0850bd4dc2e1,TotalEnergies Truckstop Bad Hersfeld,TotalEnergies Truckstop,Carl-Benz-Str.,3,36251,Bad Hersfeld,50.858249,9.722719,2014-03-18T16:45:31.000+01:00,{}
57cc8c2c-0a56-4396-b5b2-f10b0bbe8835,0.8888888888888888,57cc8c2c-0a56-4396-b5b2-f10b0bbe8835,OIL! Tankstelle Güstrow,OIL!,Glasewitzer Chaussee,1c,18273,Güstrow,53.7987,12.226,2016-10-05T00:00:02.000+02:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":192"
255db89d-1bb9-4ef3-9bc1-50c5132d9c16,0.875,255db89d-1bb9-4ef3-9bc1-50c5132d9c16,Tankstelle am E- Center,E-Center,Dr.-Robert-Pfleger-Straße,1,96052,Bamberg,49.909294,10.879197,2014-03-18T16:45:31.000+01:00,{}
f5284e6c-c55a-41db-9859-afd92f5fe4ca,0.8571428571428571,f5284e6c-c55a-41db-9859-afd92f5fe4ca,Shell Bergen Harburger Str. 13,Shell,Harburger Str.,13,29303,Bergen,52.810939,9.960819,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":192"
99f6b542-6548-43fe-85ef-a172e1ce367b,0.6727272727272727,99f6b542-6548-43fe-85ef-a172e1ce367b,Shell Duisburg Friedrich-Ebert-Str. 443,Shell,Friedrich-Ebert-Str.,443,47178,Duisburg,51.541104,6.73642,2014-03-18T16:45:31.000+01:00,{}
164ecbd0-062c-4a66-973a-8016c74694e5,0.7804878048780488,164ecbd0-062c-4a66-973a-8016c74694e5,Aral Tankstelle,ARAL,Mengeder Straße,432,44359,Dortmund,51.559425,7.397122,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":64"
d48c21a2-764d-483c-a244-7a6af7a80c2c,1.0,d48c21a2-764d-483c-a244-7a6af7a80c2c,"Aral Tankstelle, BAT HÜTTENER BERGE WEST",ARAL,A,7,24791,Alt Duvenstedt,54.36419,9.670657,2014-03-18T16:45:31.000+01:00,{}
581673c8-645c-4a97-b690-6d70454ce085,0.7368421052631579,581673c8-645c-4a97-b690-6d70454ce085,Aral Tankstelle,ARAL,Treuenbrietzener Straße,64,14913,Niedergörsdorf,52.008995,13.012,2014-03-18T16:45:31.000+01:00,{}
83d5ac80-4f23-4106-b054-7c7704bfcb95,0.8275862068965517,83d5ac80-4f23-4106-b054-7c7704bfcb95,Aral Tankstelle,ARAL,Cannstatter Straße,46,70190,Stuttgart,48.78922,9.192324,2014-03-18T16:45:31.000+01:00,{}
5cde342b-85bd-42a0-946c-bd21fa70b055,0.8571428571428571,5cde342b-85bd-42a0-946c-bd21fa70b055,Aral Tankstelle,ARAL,Dieselstraße,1,23738,Lensahn,54.21759,10.896773,2014-03-18T16:45:31.000+01:00,{}
384c25ed-2b54-47b8-b1fb-c2d1af2ea092,0.7631578947368421,384c25ed-2b54-47b8-b1fb-c2d1af2ea092,Aral Tankstelle,ARAL,Salzufler Straße,111,32052,Herford,52.107376,8.690386,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":96"
0ba5112e-a6f7-4985-a1e4-e11950977e99,0.8611111111111112,0ba5112e-a6f7-4985-a1e4-e11950977e99,Aral Tankstelle,ARAL,Kirchhorster Straße,24,30659,Hannover,52.41437,9.826168,2014-03-18T16:45:31.000+01:00,{}
d8e165a6-2319-4ee4-a209-82e25b575eba,0.7142857142857143,d8e165a6-2319-4ee4-a209-82e25b575eba,Aral Tankstelle,ARAL,Hoehestraße,51,51399,Burscheid,51.084206,7.127536,2014-03-18T16:45:31.000+01:00,"\"{\"\"openingTimes\"\":[{\"\"applicable_days\"\":112"
4b1144e3-1e10-4f6b-8802-5a0bd91556b7,0.8235294117647058,4b1144e3-1e10-4f6b-8802-5a0bd91556b7,Aral Tankstelle,ARAL,Sprockhoeveler Straße,1,58455,Witten,51.450428,7.3256,2014-03-18T16:45:31.000+01:00,{}
